score,company_jp,company_en
62,シャープ,Sharp
62,ニデック,Nidec
62,三菱ふそう,Mitsubishi Fuso
62,UDトラックス,UD Trucks
62,古河電工,Furukawa Electric
62,UACJ,UACJ
62,アマダ,Amada
62,大同特殊鋼,Daido Steel
62,アマノ↓,Amano↓
62,信越ポリマー,Shin-Etsu Polymer
62,共英製鋼,Kyoei Steel
62,日本冶金工業,Nippon Yakin Kogyo
62,ミネベアミツミ,MinebeaMitsumi
62,セイコーグループ,Seiko Group
62,富士通ゼネラル,Fujitsu General
62,マキタ,Makita
62,ダイヘン,Daihen
62,シンフォニアテクノロジー,Sinfonia Technology
62,三浦工業↓,Miura Co.↓
62,太平洋セメント,Taiheiyo Cement
62,山陽特殊製鋼,Sanyo Special Steel
62,NX日本通運,Nippon Express
62,NOK,NOK
62,アルプスアルパイン,Alps Alpine
62,住友大阪セメント,Sumitomo Osaka Cement
62,SUMCO,SUMCO
62,三愛オブリ,San-ai Obbli
62,セブン&アイ,Seven & i
62,NTTファシリティーズ,NTT Facilities
62,セメダイン,Cemedine
62,極洋,Kyokuyo
62,Jオイルミルズ,J-Oil Mills
62,マブチモーター,Mabuchi Motor
62,エステー,S.T. Corporation
62,マンダム,Mandom
62,ダスキン,Duskin
62,伊藤忠食品,ITOCHU-SHOKUHIN
62,サカタのタネ↓,Sakata Seed↓
62,日本農薬↑,Nihon Nohyaku↑
62,ニチアス,NICHIAS
62,内田洋行,Uchida Yoko
62,カカクコム,Kakaku.com
62,三井住友建設↑,Sumitomo Mitsui Construction↑
62,ソースネクスト,Sourcenext
62,サイボウズ,Cybozu
62,Sansan,Sansan
62,ALBERT,ALBERT
62,フェローテック,Ferrotec
62,HENNGE,HENNGE
62,ソニー生命,Sony Life
62,アジア航測,Asia Air Survey
62,日本空港ビルデング,Japan Airport Terminal
62,NTN,NTN
61,日野自動車,Hino Motors
61,日本製紙,Nippon Paper Industries
61,大王製紙,Daio Paper
61,三井E&S,Mitsui E&S
61,日本車輌製造,Nippon Sharyo
61,住友理工,Sumitomo Riko
61,ノリタケ,Noritake
61,豊田合成,Toyoda Gosei
61,東洋合成工業,Toyo Gosei
61,JVCケンウッド,JVCKenwood
61,マクセル,Maxell
61,三菱ロジスネクスト,Mitsubishi Logisnext
61,TOYOTIRE,Toyo Tire
61,東海理化電機↑,Tokai Rika↑
61,フジテック,Fujitec
61,カヤバ,KYB
61,三ツ星ベルト,Mitsuboshi Belting
61,ローランド,Roland
61,アース製薬,Earth Corporation
61,キユーピー,Kewpie
61,エバラ食品工業,Ebara Foods
61,光通信,Hikari Tsushin
61,オリコン,Oricon
61,オークマ,Okuma
61,THK,THK
61,リンナイ,Rinnai
61,イーグル工業,Eagle Industry
61,東海カーボン,Tokai Carbon
61,日本カーボン,Nippon Carbon
61,ミズノ,Mizuno
61,しまむら↑,Shimamura↑
61,太陽誘電,Taiyo Yuden
61,玉井商船↓,Tamai Steamship↓
61,工機HD,Koki Holdings
61,ジャムコ,JAMCO
61,日清紡,Nisshinbo
61,トーヨーカネツ,Toyo Kanetsu
61,パーソルHD,PERSOL HOLDINGS
61,YKK,YKK
61,不二越,Nachi-Fujikoshi
61,淀川製鋼所↓,Yodogawa Steel Works↓
61,合同製鐵,Godo Steel
61,堀場製作所,Horiba
61,ヤマト運輸(総合職)↑,Yamato Transport (General)↑
61,大阪有機化学工業,Osaka Organic Chemical Industry
61,扶桑化学工業,Fuso Chemical
61,日本軽金属↓,Nippon Light Metal↓
61,トクヤマ↓,Tokuyama↓
61,日本パーカライジング,Nihon Parkerizing
61,NISSHA,Nissha
61,新報国マテリアル,Shinhokoku Material
61,応用地質,Oyo Corporation
61,オカムラ,Okamura
60,ダイハツ工業↓,Daihatsu Motor↓
60,岡三証券(OP),Okasan Securities (OP)
60,東海東京証券(OP),Tokai Tokyo Securities (OP)
60,クレディセゾン,Credit Saison
60,OIOI↑,Marui↑
60,上組,Kamigumi
60,ニトリ,Nitori
60,佐川急便(総合職)↑,Sagawa Express (General)↑
60,ヤナセ,YANASE
60,大東建託,Daito Trust Construction
60,タマホーム,Tama Home
60,パナホーム,PanaHome
60,ネクソン,Nexon
60,ガンホー↓,GungHo↓
60,コロプラ,Colopl
60,Sky,Sky
60,南海辰村建設,Nankai Tatsumura Construction
60,京王建設,Keio Construction
60,オープンハウス,Open House
60,楽天銀行,Rakuten Bank
60,朝日生命,Asahi Mutual Life Insurance
60,大樹生命,Taiju Life Insurance
60,タカラスタンダード,Takara Standard
60,ノーリツ,Noritz
60,スタンレー電気,Stanley Electric
60,未来工業,Mirai Industry
60,日本アビオニクス,Nippon Avionics
60,愛三工業↑,Aisan Industry↑
60,東北特殊鋼,Tohoku Steel
60,フルヤ金属,Furuya Metal
60,椿本チエイン↓,Tsubakimoto Chain↓
60,フクシマガリレイ,Fukushima Galilei
60,小田原エンジニアリング,Odawara Engineering
60,第一稀元素化学工業,Daiichi Kigenso Kagaku Kogyo
60,サンケン電気,Sanken Electric
60,三井ハイテック↑,Mitsui High-tec↑
60,ゼリア新薬工業,Zeria Pharmaceutical
60,日本新薬,Nippon Shinyaku
60,日本信号,Nippon Signal
60,スターゼン,Starzen
60,エレコム,Elecom
60,サンゲツ,Sangetsu
60,朝日インテック,Asahi Intecc
60,船井総研,Funai Soken
60,タナベコンサルティング,Tanabe Consulting
60,リンクアンドモチベーション,Link and Motivation
60,吉本興業,Yoshimoto Kogyo
60,世紀東急工業↓,Seikitokyu Kogyo↓
59,上位地銀,Top Regional Banks
59,静岡ガス,Shizuoka Gas
59,北海道瓦斯,Hokkaido Gas
59,富士ソフト,Fuji Soft
59,はなさく生命,Hanasaku Life Insurance
59,三陽商会,Sanyo Shokai
59,タキヒヨー,Takihyo
59,ジャパンディスプレイ,Japan Display
59,一条工務店,Ichijo Co.
59,アプラス,Aplus
59,オリコ,Orico
59,DHC,DHC
59,伊藤園,Ito En
59,成城石井,Seijo Ishii
59,あらた,Arata
59,ツガミ,Tsugami
59,日機装,Nikkiso
59,日本トムソン,Nippon Thompson
59,愛知機械工業,Aichi Machine Industry
59,新明和工業,ShinMaywa Industries
59,フォスター電機,Foster Electric
59,帝国電機製作所,Teikoku Electric Mfg.
59,芝浦機械,Shibaura Machine
59,東洋製罐↓,Toyo Seikan↓
59,富士紡↓,Fujibo↓
59,KHネオケム,KH Neochem
59,小林製薬,Kobayashi Pharmaceutical
59,三菱製鋼,Mitsubishi Steel Mfg.
59,フタバ産業↓,Futaba Industrial↓
59,ミツバ,Mitsuba
59,三櫻工業,Sanoh Industrial
59,住友精密工業↓,Sumitomo Precision Products↓
59,ニデックOKK,Nidec OKK
59,ダイワボウ,Daiwabo
59,ユーグレナ,euglena
59,バルミューダ↓,BALMUDA↓
59,セントラル硝子,Central Glass
59,アイホン,Aiphone
59,昭和真空,Showa Shinku
59,タダノ,Tadano
59,イトーキ,ITOKI
59,横河ブリッジ,Yokogawa Bridge
59,保土谷化学工業,Hodogaya Chemical
59,タカラバイオ,Takara Bio
59,日進工具,NS Tool
59,セーレン,Seiren
59,大平洋金属,Pacific Metals
59,日本ケミファ,Nippon Chemiphar
59,東邦亜鉛,Toho Zinc
59,PALTAC,PALTAC
59,アルフレッサ,Alfresa
59,スズケン,Suzuken
59,東邦薬品,Toho Pharmaceutical
58,中位地銀,Mid-tier Regional Banks
58,ゆうちょ銀行(地域基幹),Japan Post Bank (Regional)
58,JR四国,JR Shikoku
58,三越伊勢丹,Isetan Mitsukoshi
58,高島屋,Takashimaya
58,J.フロントリテイリング,J. Front Retailing
58,大丸松坂屋,Daimaru Matsuzakaya
58,阪急阪神百貨店,Hankyu Hanshin Department Stores
58,良品計画,Ryohin Keikaku
58,ワコール↓,Wacoal↓
58,イオン,AEON
58,イオンフィナンシャルサービス,AEON Financial Service
58,カンロ,Kanro
58,セコム,SECOM
58,綜合警備保障,ALSOK
58,グンゼ,Gunze
58,ミサワホーム,MISAWA HOMES
58,あんしん保証,Anshin Guarantor Service
58,Casa,Casa
58,ベネフィットワン,Benefit One
58,アイダエンジニアリング,Aida Engineering
58,武蔵精密工業,Musashi Seimitsu Industry
58,竹内製作所,Takeuchi Mfg.
58,積水樹脂,Sekisui Jushi
58,ニチコン,Nichicon
58,ユニプレス,Unipres
58,愛知製鋼,Aichi Steel
58,日本コンクリート工業,Nippon Concrete Industries
58,井関農機,Iseki & Co.
58,日本金銭機械,Japan Cash Machine
58,極東開発工業,Kyokuto Kaihatsu Kogyo
58,トピー工業,Topy Industries
58,村上開明堂,Murakami Kaimeido
58,日本空調サービス,Nippon Air Conditioning Services
58,共同印刷,Kyodo Printing
58,日本コークス工業,Nippon Coke & Engineering
58,名村造船所,Namura Shipbuilding
58,ミロク情報サービス,Miroku Jyoho Service
58,日本ファルコム,Nihon Falcom
58,出前館,Demae-can
58,ウェザーニューズ↑,Weathernews↑
57,下位地銀,Lower-tier Regional Banks
57,JTB↑,JTB↑
57,リゾートトラスト↑,Resorttrust↑
57,JR北海道,JR Hokkaido
57,ローソン,Lawson
57,ファミリーマート,FamilyMart
57,日本調剤,Nihon Chouzai
57,東京ドーム,Tokyo Dome
57,広島ガス,Hiroshima Gas
57,静岡ガス,Shizuoka Gas
57,山九,Sankyu
57,アイリスオーヤマ,Iris Ohyama
57,パソナ↑,Pasona↑
57,マイナビ,Mynavi
57,エンジャパン,en-japan
57,ビジョナル,Visional
57,ウォンテッドリー,Wantedly
57,日本アクア,Nippon Aqua
57,ユニチカ,Unitika
57,タニタ↑,Tanita↑
57,メニコン↓,Menicon↓
57,すてきナイス,Suteki Nice
57,リョービ,Ryobi
57,SWCC,SWCC
57,日本鋳鉄管,Nippon Chutetsukan
57,ツインバード,Twinbird
57,ジャノメミシン,Janome Sewing Machine
57,AIメカテック,AI MechaTech
57,テクノメディカ,Techno Medica
57,ダイコク電機,Daikoku Denki
57,中外鉱業,Chugai Mining
57,帝国繊維,Teikoku Sen-i
57,長野計器,Nagano Keiki
57,愛知時計電機,Aichi Tokei Denki
57,古野電気,Furuno Electric
57,明治電機工業,Meiji Electric Industries
57,帝国通信工業,Teikoku Tsushin Kogyo
57,バンドー化学,Bando Chemical
57,古河電池,Furukawa Battery
57,キヤノン電子,Canon Electronics
57,東京コスモス電機,Tokyo Cosmos Electric
57,メディキット,Medikit
57,駒井ハルテック,Komai Haltec
57,黒崎播磨,Krosaki Harima
57,ニプロ,Nipro
57,ヨネックス,Yonex
57,ソディック,Sodick
57,パーク24,Park24
57,アコム,Acom
57,プロミス,Promise
57,UUUM,UUUM
57,ドワンゴ,Dwango
57,タウンニュース社,Townnews
57,ゼンリン,Zenrin
56,上位信金,Top Shinkin Banks
56,帝国ホテル↑,Imperial Hotel↑
56,楽天モバイル,Rakuten Mobile
56,ミニストップ,Ministop
56,西濃運輸,Seino Transportation
56,富士急行,Fuji Kyuko
56,横浜冷凍,Yokorei
56,山崎製パン,Yamazaki Baking
56,不二家,Fujiya
56,湖池屋,Koike-ya
56,六甲バター,Rokko Butter
56,ヱスビー食品,S&B Foods
56,亀田製菓,Kameda Seika
56,ブルボン,Bourbon
56,中村屋,Nakamuraya
56,ブルドックソース,Bull-Dog Sauce
56,ケンコーマヨネーズ,Kenko Mayonnaise
56,永谷園,Nagatanien
56,モロゾフ,Morozoff
56,養命酒製造,Yomeishu
56,わかもと製薬,Wakamoto Pharmaceutical
56,森下仁丹,Morishita Jintan
56,ゴールドクレスト,Goldcrest
56,ブロッコリー,Broccoli
56,三協立山,Sankyo Tateyama
56,オークファン,Aucfan
56,リスクモンスター,Riskmonster
56,住江織物,Suminoe Textile
56,酒井重工業,Sakai Heavy Industries
56,JUKI,JUKI
56,ユニバンス,Univance
56,双葉電子工業,Futaba Corporation
56,NKKスイッチズ,NKK Switches
56,ペガサスミシン,Pegasus Sewing Machine
56,高圧ガス工業,Koatsu Gas Kogyo
56,ユーシン精機,Yushin Precision Equipment
56,指月電機製作所,Shizuki Electric
56,河合楽器製作所,Kawai Musical Instruments
56,小松マテーレ,Komatsu Matere
56,ANYCOLOR,ANYCOLOR
56,システナ,Systena
56,電算システム,Densan System
56,アイフル,Aiful
56,マークラインズ,MarkLines
56,ブイキューブ,V-cube
56,ぐるなび,Gurunavi
56,PayPay,PayPay
56,ジャパンエレベーターサービス,Japan Elevator Service
56,モスフードサービス,Mos Food Services
56,サイゼリヤ↑,Saizeriya↑
55,中位信金,Mid-tier Shinkin Banks
55,HIS,H.I.S.
55,福山通運,Fukuyama Transporting
55,鈴与,Suzuyo
55,アルプス物流,Alps Logistics
55,日本梱包運輸倉庫,Nippon Konpo Unyu Soko
55,吉野家,Yoshinoya
55,松屋,Matsuya
55,FOOD&LIFE,FOOD & LIFE COMPANIES
55,日本KFC,KFC Japan
55,ケーズデンキ,K's Denki
55,センコー,Senko
55,日本石油輸送,Japan Oil Transportation
55,KNT-CT,KNT-CT Holdings
55,UTグループ,UT Group
55,メイテック,Meitec
55,テクノプロ,TechnoPro
55,アルプス技研,Alps Giken
55,ティーガイア,T-Gaia
55,コネクシオ,Conexio
55,シダックス,Shidax
55,まぐまぐ,Magumagu
55,gumi,gumi
55,シンクロ・フード,Synchro Food
55,リログループ,Relo Group
55,キーコーヒー,Key Coffee
55,ホクト,Hokuto
55,マツモトキヨシ,Matsumotokiyoshi
55,セントラルスポーツ,Central Sports
55,ラウンドワン,Round One
55,イムラ封筒,Imura Envelope
55,三菱マヒンドラ農機,Mitsubishi Mahindra Agricultural Machinery
55,加藤製作所,Kato Works
55,阪神内燃機工業,Hanshin Diesel Works
55,ダイジェット工業,Dijet Industrial
55,放電精密加工研究所,Sodick
55,ツバキ・ナカシマ,Tsubaki Nakashima
55,トランスコスモス,transcosmos
55,ベルシステム24,Bellsystem24
55,ソリトンシステムズ,Soliton Systems
55,データホライゾン,Data Horizon
55,ゴルフダイジェスト,Golf Digest
55,イケアジャパン,IKEA Japan
55,コストコホールセールジャパン,Costco Wholesale Japan
54,下位信金,Lower-tier Shinkin Banks
54,近鉄百貨店,Kintetsu Department Store
54,マックスバリュ,Maxvalu
54,平和堂,Heiwado
54,ヤオコー,Yaoko
54,ライフ,Life Corporation
54,トライアル,TRIAL
54,神奈川中央交通,Kanagawa Chuo Kotsu
54,第一交通産業,Daiichi Koutsu Sangyo
54,鴻池運輸,Konoike Transport
54,トナミ運輸,Tonami Transportation
54,丸和運輸機関,Maruwa Unyu Kikan
54,遠州トラック,Enshu Truck
54,日本ロジテム,Nippon Logitem
54,ハマキョウレックス,Hamakyorex
54,広島電鉄,Hiroshima Electric Railway
54,SANKYO,SANKYO
54,DCM,DCM
54,カインズ,CAINZ
54,コメリ,KOMERI
54,ジョイフル本田,Joyful Honda
54,RIZAP,RIZAP
54,ブシロード,Bushiroad
54,ダイソー,Daiso
54,銀座ルノアール,Ginza Renoir
54,セーラー広告,Sailor Advertising
54,学情,Gakujo
54,博展,Hakuten
54,ウエルシア,Welcia
54,コスモス薬品,Cosmos Pharmaceutical
54,ゼンショー,Zensho
54,王将フードサービス,Ohsho Food Service
54,ハイデイ日高,Hiday Hidaka
54,パンパシフィックインターナショナル,Pan Pacific International
54,鉄人化計画,Tetsujin-ka Keikaku
54,大和冷機工業↓,Daiwa Industries↓
54,Aiming,Aiming
54,早稲田アカデミー,Waseda Academy
54,岐阜造園,Gifu-zoen
54,阿波製紙,Awa Paper
54,秋川牧園,Akikawa Bokuen
54,TKP,TKP
54,明光ネットワークジャパン,Meiko Network Japan
54,オリエンタルチエン工業,Oriental Chain
54,東京個別指導学院,Tokyo Individualized Educational Institute
54,秀英予備校,Shuei Yobiko
54,ケイアイスター不動産,KI-Star Real Estate
54,日神不動産,Nisshin Fudosan
54,千趣会↓,Senshukai↓
53,神戸物産,Kobe Bussan
53,ユナイテッド・スーパーマーケット,United Super Markets
53,バロー,Valor
53,イオン北海道,AEON Hokkaido
53,アオキスーパー,Aoki Super
53,ヤマダ電機,Yamada Denki
53,ヨドバシカメラ,Yodobashi Camera
53,ビックカメラ,Bic Camera
53,エディオン,Edion
53,上新電機,Joshin
53,ノジマ,Nojima
53,コーナン商事,Kohnan Shoji
53,青山商事,Aoyama Trading
53,はるやま商事,Haruyama Trading
53,ゴールドウイン,Goldwin
53,アルペン,Alpen
53,ヒマラヤ,HIMARAYA
53,日本マクドナルド,McDonald's Japan
53,すかいらーく,Skylark
53,コロワイド,Colowide
53,トリドール,Toridoll
53,ブロンコビリー,Bronco Billy
53,壱番屋,Ichibanya
53,デイリーヤマザキ,Daily Yamazaki
53,ポプラ,Poplar
53,クスリのアオキ,Kusuri no Aoki
53,セイコーマート,Seicomart
53,ゲオ,GEO
53,ハードオフコーポレーション,Hard Off Corporation
53,セリア,Seria
53,アウトソーシング,Outsourcing
53,津田駒工業↓,Tsudakoma Corp.↓
53,歯愛メディカル,Ci Medical
53,ニチイ学館,Nichii Gakkan
53,ツクイ,Tsukui
53,ケア21,Care21
53,ホクリヨウ,Hokuryo
53,日本セラミック,Nippon Ceramic
53,第一屋製パン,Daiichiya Baking
53,はごろもフーズ,Hagoromo Foods
53,オカムラ食品工業,Okamura Foods
53,柿安本店,Kakiyasu Honten
53,IBJ,IBJ
53,東和ハイシステム,Towa Hi-System
53,物語コーポレーション,Monogatari Corporation
52,サンマルク,Saint Marc
52,ドトール,Doutor
52,くら寿司,Kura Sushi
52,リンガーハット,Ringer Hut
52,串カツ田中,Kushikatsu Tanaka
52,木曽路,Kisoji
52,ホットランド,HotLand
52,フライングガーデン,Flying Garden
52,オンワード樫山,Onward Kashiyama
52,ヨンドシー,Yondoshi
52,ハニーズ,Honeys
52,アダストリア,Adastria
52,ユナイテッドアローズ,United Arrows
52,ABCマート,ABC-Mart
52,きょくとう,Kyokuto
52,バリューゴルフ,Value Golf
52,サカイ引越センター,Sakai Moving Service
52,イオンファンタジー,AEON Fantasy
52,共立メンテナンス,Kyoritsu Maintenance
52,セントラル警備保障,Central Security Patrols
52,KeePer技研,KeePer Giken
52,愛眼,Aigan
52,大黒天物産,Daikokuten Bussan
52,寿スピリッツ,Kotobuki Spirits
52,キャンドゥ,Can Do
52,ドリームベッド,Dream Bed
52,ゲンキー,Genky
52,ニホンフラッシュ,Nihon Flush
52,日本パレットプール,Nippon Pallet Pool
52,アウトソーシング,Outsourcing
52,日本ケアサプライ,Japan Care Supply
52,トレジャー・ファクトリー,Treasure Factory
51,ダイナム,DYNAM
51,夢みつけ隊,Yumemitsuketai
51,幸楽苑,Kourakuen
51,梅の花,Umenohana
51,ワタミ,Watami
51,アトム,Atom
51,エスクリ,Escrit
51,バリューHR,Value HR
51,PCデポ,PC Depot
51,雪国まいたけ,Yukiguni Maitake
51,アイフリークモバイル,I-FREEK MOBILE
51,タメニー,Tameny
51,東京會舘,Tokyo Kaikan
51,ティア,Tear
51,ライトオン,Right-on
51,小僧寿し,Kozosushi
51,焼肉坂井,Yakiniku Sakai
51,安楽亭,Anrakutei
51,あみやき亭,Amiyaki Tei
51,カッパクリエイト,Kappa Create
51,東京一番フーズ,Tokyo Ichiban Foods
51,まんだらけ,Mandarake
51,プレミアムウォーター,Premium Water
51,エアトリ,Airtrip
51,買取王国,Kaitori Oukoku
51,IDOM,IDOM
51,アートネイチャー,Artnature
51,ゴルフドゥ,Golf Do
51,シーボン,C'BON
51,天満屋ストア,Tenmaya Store
51,オーシャンシステム,Ocean System
51,アップルインターナショナル,Apple International
51,カーチス,Carchs
51,ヴィレッジヴァンガード,Village Vanguard
51,ワシントンホテル,Washington Hotel
51,テイクアンドギヴ・ニーズ,TAKE AND GIVE. NEEDS
51,地域新聞社,Chiiki Shinbunsha
50,ネクステージ,Nextage
50,グッドスピード,Good Speed
50,バイク王＆カンパニー,Bike O & Company
50,レオパレス21,Leopalace21
50,DLE,DLE
50,旅工房,Tabikobo
50,日本PCサービス,Japan PC Service
50,サマンサタバサ,Samantha Thavasa
50,ワタベウェディング,Watabe Wedding
50,セーラー万年筆,Sailor Pen
50,ハーバー研究所,HABA Laboratories
50,倉元製作所,Kuramoto Seisakusho
50,ベルグアース,Berg Earth
50,京都ホテル,Kyoto Hotel
50,ショクブン,Shokubun
50,日本製麻,Nihonseima
50,倉庫精練,Soko Seiren
50,アメイズ,Amaze
50,ホテルニューグランド,Hotel New Grand
50,ありがとうサービス,Arigatou Service
50,WASHハウス,WASH House
50,フルッタフルッタ,Fruta Fruta
50,スタジオアリス,Studio Alice
50,やまや,Yamaya
50,ラオックス,Laox
50,日本一ソフトウェア,Nippon Ichi Software
50,ピクセラ,Pixela
50,ペッパーフードサービス,Pepper Food Service
50,太平洋興発,Taiheiyo Kouhatsu
50,日本駐車場開発,Nippon Parking Development
50,AppBank,AppBank
50,グレイステクノロジー,Grace Technology
